0.26265;-0.425458
-0.218198;-0.449877
-0.364963;-0.341763
0.102276;0.489428
0.285443;0.410515
0.191249;0.461978
0.180253;-0.466378
-0.225571;-0.446226
-0.253147;0.43118
0.288944;-0.408058
0.00444965;0.49998
-0.0806969;0.493445
0.0710919;-0.49492
-0.328478;-0.376964
-0.11549;0.486479
-0.230261;-0.443824
-0.363153;-0.343686
0.0729399;0.494651
0.305999;-0.39543
-0.108344;-0.48812
0.410922;0.284857
-0.00502109;0.499975
-0.160468;0.47355
-0.0924583;-0.491377
-0.213527;0.452113
0.417951;-0.274439
-0.041836;0.498247
-0.385619;0.318274
0.464982;0.183825
0.152203;-0.476271
0.461559;0.192258
0.0638319;0.495909
0.280853;0.413668
-0.413151;0.281614
0.0571784;0.49672
0.222943;-0.447545
0.195814;0.460062
0.384071;0.32014
-0.150372;0.476852
-0.489385;-0.10248
0.200656;-0.457971
-0.197135;-0.459497
0.120039;-0.485377
0.257091;0.428841
0.398126;0.302483
0.0902951;0.491779
-0.321974;0.382534
-0.0553061;-0.496932
-0.11629;-0.486289
-0.483446;0.127592
-0.352933;-0.354173
-0.0535852;0.49712
0.306233;0.395248
0.4011;-0.298528
-0.316376;0.387177
0.317807;-0.386004
0.469027;0.173245
-0.213263;-0.452238
-0.308921;-0.393151
0.207441;-0.454938
0.83695;-4.92945
2.97265;4.02036
4.60802;-1.94066
-1.73954;4.68764
2.59512;-4.2738
4.56529;2.03915
0.13734;4.99811
2.95256;4.03514
-0.961683;4.90665
-4.94774;0.721024
0.489369;-4.97599
-4.34085;-2.48133
-0.288994;-4.99164
0.948691;-4.90917
-2.95415;-4.03398
1.96461;4.59786
2.44884;4.35927
-1.94391;4.60665
3.56797;-3.5028
-4.80868;-1.36988
-3.70056;-3.36241
0.545435;-4.97016
-3.17952;3.85884
1.15001;-4.86595
0.0102846;4.99999
3.19105;3.84931
-4.60229;1.9542
0.721202;-4.94771
4.32874;-2.5024
2.69667;4.21046
0.893128;-4.91959
1.5028;4.76881
0.435445;-4.981
2.67053;-4.22709
2.15725;-4.51069
-0.0907212;-4.99918
3.5626;3.50826
-4.22164;-2.67913
-0.868477;-4.924
-2.59889;-4.27151
-3.64974;-3.41752
-0.462011;-4.97861
-1.60348;-4.73591
-4.84941;1.21788
-4.75904;1.53347
-3.16075;-3.87423
0.286766;-4.99177
-0.364015;4.98673
-1.77526;-4.67423
-4.72915;1.62333
-0.68061;-4.95346
-4.85979;1.17577
0.408394;4.98329
-1.75532;-4.68176
-0.280667;-4.99212
3.93101;-3.08984
-4.3025;2.54725
-0.893521;-4.91951
4.19814;-2.71581
-4.16936;-2.75978
2.77638;-4.15833
0.38677;-4.98502
1.33238;-4.81921
-1.89228;-4.6281
4.53159;2.11298
-0.445658;-4.9801
1.92356;4.61518
2.49073;4.33546
4.47612;-2.22808
0.436808;4.98088
21.7979;22.6028
21.4688;23.121
24.3074;28.9396
25.5178;21.0337
25.9522;28.885
22.3882;28.0296
22.8667;21.6164
25.8428;28.9102
28.4236;22.9314
25.3086;28.9881
25.8485;28.909
22.5806;21.8147
23.4445;28.6852
24.393;28.9537
25.1738;21.0038
28.7343;26.4336
26.1376;28.8348
24.4427;21.039
27.9976;22.3515
25.0368;21.0002
23.3626;28.6495
25.7951;28.9202
21.6277;27.1511
24.9834;21
24.4977;21.0317
21.4981;23.0669
25.9369;21.1113
27.6732;27.9756
22.9185;21.5842
22.636;28.2267
23.4126;21.3284
28.4749;23.0187
22.7898;28.3339
24.1311;21.0955
25.8862;28.9006
27.6098;21.9687
26.9051;21.4828
21.8362;22.5525
26.2297;28.8063
25.7714;21.0751
28.8382;26.1263
25.2598;21.0084
25.4289;21.0231
25.1912;28.9954
24.4842;28.9666
22.6124;28.2093
28.729;26.4472
22.4898;21.8857
28.8771;25.984
27.4807;21.8621
24.3661;28.9495
27.3461;28.2397
25.7936;28.9205
28.9513;25.6225
21.155;23.8974
25.4538;21.0258
24.9754;21.0001
23.0949;21.4828
26.1065;28.8439
21.5581;27.0379
26.6768;21.3684
28.9794;24.5943
21.6116;22.8743
25.5821;28.9574
22.6661;21.7515
27.2508;28.3067
21.3395;23.3874
26.7873;28.5785
26.3296;21.2275
21.4785;26.8971
25.037;28.9998
26.5037;21.2934
22.97;28.4466
28.696;26.5296
26.6895;28.6257
28.5292;26.8827
26.3445;28.7673
25.5851;28.957
22.725;28.29
27.8648;22.2084
