0.76265;0.146393
0.443439;0.135037
0.602276;0.538299
0.934197;0.691249
0.680253;0.0449257
0.59173;0.246853
0.788944;0.604794
0.922957;0.419303
0.571092;0.274036
0.548376;0.38451
0.269739;0.0542633
0.516941;0.57294
0.805999;0.111641
0.775362;0.910922
0.494979;0.890024
0.225423;0.407542
0.286473;0.2101
0.962498;0.458164
0.114381;0.879697
0.197161;0.652203
0.961559;0.588459
0.996722;0.780853
0.0868492;0.66641
0.0830139;0.722943
0.695814;0.588129
0.805856;0.349628
0.0106148;0.17762
0.050969;0.302865
0.620039;0.610603
0.822657;0.898126
0.590295;0.988666
0.252011;0.444694
0.38371;0.767689
0.446808;0.147067
0.446415;0.865822
0.0138134;0.9011
0.183624;0.477976
0.634224;0.969027
0.286737;0.360802
0.125278;0.707441
0.583695;0.904654
0.200974;0.960802
0.326046;0.0494936
0.954851;0.956529
0.513734;0.715192
0.889208;0.403832
0.00522607;0.325318
0.111689;0.0659145
0.471101;0.177431
0.336485;0.204585
96.9646;97.2078
97.2264;93.0561
98.568;92.4786
93.2087;91.2994
95.5454;97.8909
91.0352;96.15
95.0103;95.4525
95.6857;90.3977
95.7212;94.5882
97.7386;97.6967
95.8931;96.3448
92.7953;95.4354
97.6705;90.8434
93.9653;94.9093
98.5626;94.2555
92.0106;94.1315
92.4011;90.0891
93.1733;94.538
93.3965;97.2979
99.3291;90.241
91.8393;91.5269
98.2376;94.636
93.2247;97.5629
92.8033;94.3194
90.1402;97.8243
90.4952;93.2447
94.7193;90.8523
96.2564;90.6975
94.1065;91.1361
94.2943;90.8306
97.7764;91.1146
91.8534;96.3324
93.1077;98.6193
94.9138;94.5543
96.9236;99.0933
94.8165;99.4761
95.4368;94.6351
93.7923;90.586
94.1343;90.5657
97.5697;96.1902
91.7353;91.9984
95.5888;96.0535
99.2794;96.3219
97.9809;96.0606
91.9757;99.9429
95.4975;94.2412
95.2173;96.4588
98.605;96.422
94.3034;94.5383
92.344;95.046
51.4766;53.2507
53.1076;50.3923
52.4896;51.4214
52.4358;50.3113
53.0855;54.0801
52.1947;51.1991
51.0225;50.1615
50.3276;54.6718
51.1186;52.4247
52.9328;53.0539
54.1311;52.2521
51.9455;50.5226
53.2686;52.4081
54.0616;54.8989
52.6624;50.4574
53.0837;52.6195
52.1776;54.3108
54.7283;54.8307
50.9311;54.9062
51.0244;54.0504
52.1038;54.6214
54.3952;52.996
54.9695;51.2994
51.5876;52.7836
52.4846;50.1739
53.2562;53.1916
50.3488;50.297
50.0265;54.9871
50.3823;53.6951
52.0011;51.0413
53.9067;50.9099
53.0801;53.617
53.331;54.4654
53.4456;52.5231
53.4398;54.0965
53.7529;54.81
53.5559;54.9366
52.8008;53.3403
52.8657;53.9654
51.5853;54.2905
53.671;50.29
54.0134;53.9467
53.1558;54.0832
50.1406;50.6793
50.6741;51.2567
53.3343;52.7662
51.8527;51.8134
53.7582;52.8617
52.9575;54.416
52.7795;54.5853
